step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 6937  t=6937.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6938  t=6938.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6939  t=6939.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6940  t=6940.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6941  t=6941.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6942  t=6942.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6943  t=6943.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6944  t=6944.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6945  t=6945.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6946  t=6946.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6947  t=6947.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6948  t=6948.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6949  t=6949.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6950  t=6950.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6951  t=6951.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6952  t=6952.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6953  t=6953.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6954  t=6954.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6955  t=6955.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6956  t=6956.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6957  t=6957.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6958  t=6958.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6959  t=6959.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6960  t=6960.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6961  t=6961.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6962  t=6962.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6963  t=6963.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6964  t=6964.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6965  t=6965.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6966  t=6966.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6967  t=6967.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6968  t=6968.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6969  t=6969.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6970  t=6970.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6971  t=6971.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6972  t=6972.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6973  t=6973.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6974  t=6974.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6975  t=6975.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6976  t=6976.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6977  t=6977.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6978  t=6978.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6979  t=6979.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6980  t=6980.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6981  t=6981.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6982  t=6982.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6983  t=6983.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6984  t=6984.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6985  t=6985.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6986  t=6986.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6987  t=6987.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6988  t=6988.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6989  t=6989.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6990  t=6990.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6991  t=6991.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6992  t=6992.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6993  t=6993.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6994  t=6994.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6995  t=6995.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6996  t=6996.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6997  t=6997.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6998  t=6998.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 6999  t=6999.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7000  t=7000.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7001  t=7001.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7002  t=7002.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7003  t=7003.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7004  t=7004.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7005  t=7005.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7006  t=7006.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7007  t=7007.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7008  t=7008.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7009  t=7009.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7010  t=7010.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7011  t=7011.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7012  t=7012.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 7013  t=7013.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
